County,Precinct,Race,Candidate,Party,Votes,VTD
ANDERSON,Jackson Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,144,140010
ATCHISON,Atchison Precinct 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,70,000010
ATCHISON,Atchison Precinct 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,109,000010
ATCHISON,Atchison Precinct 2 East,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,83,000020
ATCHISON,Atchison Precinct 2 East,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,143,000020
ATCHISON,Atchison Precinct 2 West,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,95,000030
ATCHISON,Atchison Precinct 2 West,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,135,000030
ATCHISON,Atchison Precinct 3 East,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,180,000040
ATCHISON,Atchison Precinct 3 East,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,256,000040
ATCHISON,Atchison Precinct 3 West,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,255,00005A
ATCHISON,Atchison Precinct 3 West,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,424,00005A
ATCHISON,Atchison Precinct 4,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,164,00006A
ATCHISON,Atchison Precinct 4,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,213,00006A
ATCHISON,Atchison Precinct 4 Exclave A,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00006B
ATCHISON,Atchison Precinct 4 Exclave A,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00006B
ATCHISON,Atchison Precinct 4 Exclave B,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00006C
ATCHISON,Atchison Precinct 4 Exclave B,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00006C
ATCHISON,Atchison Precinct 5 North,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,203,00007A
ATCHISON,Atchison Precinct 5 North,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,248,00007A
ATCHISON,Atchison Precinct 5 North Exclave A,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave A,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00007B
ATCHISON,Atchison Precinct 5 North Exclave B,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00007C
ATCHISON,Atchison Precinct 5 North Exclave B,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00007C
ATCHISON,Atchison Precinct 5 South,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,105,00008A
ATCHISON,Atchison Precinct 5 South,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,161,00008A
ATCHISON,Atchison Precinct 5 South Exclave A,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave A,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00008B
ATCHISON,Atchison Precinct 5 South Exclave B,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave B,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00008C
ATCHISON,Atchison Precinct 5 South Exclave C,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00008D
ATCHISON,Atchison Precinct 5 South Exclave C,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00008D
ATCHISON,Center Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,55,000100
ATCHISON,Center Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,232,000100
ATCHISON,Grasshopper Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,30,000110
ATCHISON,Grasshopper Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,202,000110
ATCHISON,Huron Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,17,000120
ATCHISON,Huron Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,53,000120
ATCHISON,Kapioma Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,28,000130
ATCHISON,Kapioma Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,89,000130
ATCHISON,Lancaster Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,62,000140
ATCHISON,Lancaster Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,194,000140
ATCHISON,Shannon Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,156,00016A
ATCHISON,Shannon Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,373,00016A
ATCHISON,Walnut Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,76,00017A
ATCHISON,Walnut Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,135,00017A
ATCHISON,Walnut Township Enclave,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00017B
ATCHISON,Walnut Township Enclave,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00017B
ATCHISON,Mount Pleasant Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,93,100050
ATCHISON,Mount Pleasant Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,314,100050
ATCHISON,Benton Township H62,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,63,120020
ATCHISON,Benton Township H62,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,205,120020
ATCHISON,Benton Township H63,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,27,120030
ATCHISON,Benton Township H63,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,71,120030
BARBER,Aetna Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,2,000010
BARBER,Aetna Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,4,000010
BARBER,Deerhead Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,000020
BARBER,Deerhead Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,6,000020
BARBER,Eagle Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,000030
BARBER,Eagle Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,16,000030
BARBER,Elm Mills Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,12,000040
BARBER,Elm Mills Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,54,000040
BARBER,Elwood Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,11,000050
BARBER,Elwood Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,55,000050
BARBER,Hazelton Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,11,000060
BARBER,Hazelton Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,46,000060
BARBER,Kiowa East Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,43,000070
BARBER,Kiowa East Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,216,000070
BARBER,Kiowa West Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,20,000080
BARBER,Kiowa West Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,127,000080
BARBER,Lake City Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,5,000090
BARBER,Lake City Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,33,000090
BARBER,McAdoo Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,000100
BARBER,McAdoo Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,10,000100
BARBER,Medicine Lodge Precinct 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,40,000110
BARBER,Medicine Lodge Precinct 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,217,000110
BARBER,Medicine Lodge Precinct 2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,20,00012A
BARBER,Medicine Lodge Precinct 2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,170,00012A
BARBER,Medicine Lodge Precinct 2 Exclave,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00012B
BARBER,Medicine Lodge Precinct 2 Exclave,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00012B
BARBER,Medicine Lodge Precinct 3,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,14,000130
BARBER,Medicine Lodge Precinct 3,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,128,000130
BARBER,Medicine Lodge Precinct 4,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,8,000140
BARBER,Medicine Lodge Precinct 4,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,95,000140
BARBER,Medicine Lodge Precinct 5,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,000150
BARBER,Medicine Lodge Precinct 5,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,23,000150
BARBER,Mingona Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,4,000160
BARBER,Mingona Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,36,000160
BARBER,Moore Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,6,000170
BARBER,Moore Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,12,000170
BARBER,Nippawalla Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,000180
BARBER,Nippawalla Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,18,000180
BARBER,Sun City Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,000210
BARBER,Sun City Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,17,000210
BARBER,Turkey Creek Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,5,000220
BARBER,Turkey Creek Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,8,000220
BARBER,Valley Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,7,000230
BARBER,Valley Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,46,000230
BARBER,Sharon Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,18,130010
BARBER,Sharon Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,137,130010
BARTON,Albion Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,3,000010
BARTON,Albion Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,19,000010
BARTON,Beaver Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,9,000020
BARTON,Beaver Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,32,000020
BARTON,Buffalo Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,15,000030
BARTON,Buffalo Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,156,000030
BARTON,Cheyenne Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,12,000040
BARTON,Cheyenne Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,84,000040
BARTON,Clarence Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,7,000050
BARTON,Clarence Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,38,000050
BARTON,Cleveland Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,3,000060
BARTON,Cleveland Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,21,000060
BARTON,Comanche Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,22,000070
BARTON,Comanche Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,152,000070
BARTON,Eureka Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,4,000080
BARTON,Eureka Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,37,000080
BARTON,Fairview Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,5,000090
BARTON,Fairview Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,24,000090
BARTON,Grant Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,2,000100
BARTON,Grant Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,21,000100
BARTON,Great Bend City Ward 1 Precinct 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,80,00011A
BARTON,Great Bend City Ward 1 Precinct 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,174,00011A
BARTON,Great Bend City Ward 1 Precinct 1 Courthouse,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00011B
BARTON,Great Bend City Ward 1 Precinct 1 Courthouse,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00011B
BARTON,Great Bend City Ward 1 Precinct 2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,86,000120
BARTON,Great Bend City Ward 1 Precinct 2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,313,000120
BARTON,Great Bend City Ward 1 Precinct 3,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,71,000130
BARTON,Great Bend City Ward 1 Precinct 3,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,245,000130
BARTON,Great Bend City Ward 2 Precinct 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,103,000140
BARTON,Great Bend City Ward 2 Precinct 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,428,000140
BARTON,Great Bend City Ward 2 Precinct 2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,101,000150
BARTON,Great Bend City Ward 2 Precinct 2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,408,000150
BARTON,Great Bend City Ward 2 Precinct 3,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,86,000160
BARTON,Great Bend City Ward 2 Precinct 3,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,540,000160
BARTON,Great Bend City Ward 3 Precinct 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,78,000170
BARTON,Great Bend City Ward 3 Precinct 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,261,000170
BARTON,Great Bend City Ward 3 Precinct 2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,105,000180
BARTON,Great Bend City Ward 3 Precinct 2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,272,000180
BARTON,Great Bend City Ward 3 Precinct 3,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,91,00019A
BARTON,Great Bend City Ward 3 Precinct 3,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,334,00019A
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00019B
BARTON,Great Bend City Ward 3 Precinct 3 Exclave,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00019B
BARTON,Great Bend City Ward 4 Precinct 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,48,000200
BARTON,Great Bend City Ward 4 Precinct 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,153,000200
BARTON,Great Bend City Ward 4 Precinct 2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,55,000210
BARTON,Great Bend City Ward 4 Precinct 2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,108,000210
BARTON,Great Bend City Ward 4 Precinct 3,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,24,00022A
BARTON,Great Bend City Ward 4 Precinct 3,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,45,00022A
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave A,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00022B
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave B,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00022C
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave C,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00022D
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00022E
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00022F
BARTON,Great Bend City Ward 4 Precinct 3 Exclave D2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00022F
BARTON,Great Bend Township Part A,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,81,00023A
BARTON,Great Bend Township Part A,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,397,00023A
BARTON,Great Bend Township Part B,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,10,00023B
BARTON,Great Bend Township Part B,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,76,00023B
BARTON,Great Bend Township,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,0,00023C
BARTON,Great Bend Township,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,0,00023C
BARTON,Hoisington Ward 1,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,48,000240
BARTON,Hoisington Ward 1,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,163,000240
BARTON,Hoisington Ward 2,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,42,000250
BARTON,Hoisington Ward 2,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,204,000250
BARTON,Hoisington Ward 3,Commissioner of Insurance,"McLaughlin, Nathaniel  ",Democratic,46,000260
BARTON,Hoisington Ward 3,Commissioner of Insurance,"Schmidt, Vicki  ",Republican,156,000260
