"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
35,"Member Position 1 USD 229 (Vote For 1)","Write-in","",0,0.00,42,5,1,1,"0","0"
36,"Member Position 1 USD 230 (Vote For 1)","Shelby Helms","",134,42.95,3250,339,4,4,"0","0"
37,"Member Position 1 USD 230 (Vote For 1)","Doug Hull","",59,18.91,3250,339,4,4,"0","0"
38,"Member Position 1 USD 230 (Vote For 1)","Stephanie Bingman Kice","",113,36.22,3250,339,4,4,"0","0"
39,"Member Position 1 USD 230 (Vote For 1)","Write-in","",6,1.92,3250,339,4,4,"0","0"
40,"Member Position 1 USD 231 (Vote For 1)","Russell Ellis","",25,71.43,343,37,1,1,"0","0"
41,"Member Position 1 USD 231 (Vote For 1)","Emma Jones","",9,25.71,343,37,1,1,"0","0"
42,"Member Position 1 USD 231 (Vote For 1)","Write-in","",1,2.86,343,37,1,1,"0","0"
43,"Member Position 1 USD 289 (Vote For 1)","Michelle Hutchinson","",41,97.62,420,47,1,1,"0","0"
44,"Member Position 1 USD 289 (Vote For 1)","Write-in","",1,2.38,420,47,1,1,"0","0"
45,"Member Position 1 USD 367 (Vote For 1)","Kristal Powell","",591,94.86,4114,710,8,8,"0","0"
46,"Member Position 1 USD 367 (Vote For 1)","Write-in","",32,5.14,4114,710,8,8,"0","0"
47,"Member Position 1 USD 368 (Vote For 1)","Cathy Macfarlane","",1043,44.01,9178,2540,17,17,"0","0"
48,"Member Position 1 USD 368 (Vote For 1)","Shawn Miller","",1305,55.06,9178,2540,17,17,"0","0"
49,"Member Position 1 USD 368 (Vote For 1)","Write-in","",22,0.93,9178,2540,17,17,"0","0"
50,"Member Position 2 USD 229 (Vote For 1)","Trisha Hamilton","",5,100.00,42,5,1,1,"0","0"
51,"Member Position 2 USD 229 (Vote For 1)","Patrick Hurley","",0,0.00,42,5,1,1,"0","0"
52,"Member Position 2 USD 229 (Vote For 1)","Write-in","",0,0.00,42,5,1,1,"0","0"
53,"Member Position 2 USD 230 (Vote For 1)","Sara Aguayo","",72,24.83,3250,339,4,4,"0","0"
54,"Member Position 2 USD 230 (Vote For 1)","April Horne","",213,73.45,3250,339,4,4,"0","0"
55,"Member Position 2 USD 230 (Vote For 1)","Write-in","",5,1.72,3250,339,4,4,"0","0"
56,"Member Position 2 USD 231 (Vote For 1)","Jeff Miller","",26,74.29,343,37,1,1,"0","0"
57,"Member Position 2 USD 231 (Vote For 1)","Aleksandra Nokes","",8,22.86,343,37,1,1,"0","0"
58,"Member Position 2 USD 231 (Vote For 1)","Write-in","",1,2.86,343,37,1,1,"0","0"
59,"Member Position 2 USD 289 (Vote For 1)","Debra McCullough","",39,97.50,420,47,1,1,"0","0"
60,"Member Position 2 USD 289 (Vote For 1)","Write-in","",1,2.50,420,47,1,1,"0","0"
61,"Member Position 2 USD 367 (Vote For 1)","DJ Needham","",621,95.98,4114,710,8,8,"0","0"
62,"Member Position 2 USD 367 (Vote For 1)","Write-in","",26,4.02,4114,710,8,8,"0","0"
63,"Member Position 3 USD 229 (Vote For 1)","Amie Callahan","",1,20.00,42,5,1,1,"0","0"
64,"Member Position 3 USD 229 (Vote For 1)","Jodie Dietz","",0,0.00,42,5,1,1,"0","0"
65,"Member Position 3 USD 229 (Vote For 1)","Rachel Faagutu","",4,80.00,42,5,1,1,"0","0"
66,"Member Position 3 USD 229 (Vote For 1)","Write-in","",0,0.00,42,5,1,1,"0","0"
67,"Member Position 3 USD 230 (Vote For 1)","Jon Chitwood","",253,95.83,3250,339,4,4,"0","0"
68,"Member Position 3 USD 230 (Vote For 1)","Write-in","",11,4.17,3250,339,4,4,"0","0"
69,"Member Position 3 USD 231 (Vote For 1)","Allen Vonderschmidt","",18,51.43,343,37,1,1,"0","0"
70,"Member Position 3 USD 231 (Vote For 1)","Katie Williams","",16,45.71,343,37,1,1,"0","0"
71,"Member Position 3 USD 231 (Vote For 1)","Write-in","",1,2.86,343,37,1,1,"0","0"
72,"Member Position 3 USD 289 (Vote For 1)","Jeremi Thompson","",39,97.50,420,47,1,1,"0","0"
73,"Member Position 3 USD 289 (Vote For 1)","Write-in","",1,2.50,420,47,1,1,"0","0"
74,"Member Position 3 USD 367 (Vote For 1)","Amy Hall","",610,96.21,4114,710,8,8,"0","0"
75,"Member Position 3 USD 367 (Vote For 1)","Write-in","",24,3.79,4114,710,8,8,"0","0"
76,"Member Position 3 USD 368 (Vote For 1)","Amanda Gerken","",1508,62.34,9178,2540,17,17,"0","0"
77,"Member Position 3 USD 368 (Vote For 1)","Tim Kelley","",893,36.92,9178,2540,17,17,"0","0"
78,"Member Position 3 USD 368 (Vote For 1)","Write-in","",18,0.74,9178,2540,17,17,"0","0"
79,"Member Position 5 USD 367 (Vote For 1)","Stewart Kasper","",622,97.49,4114,710,8,8,"0","0"
80,"Member Position 5 USD 367 (Vote For 1)","Write-in","",16,2.51,4114,710,8,8,"0","0"
81,"Member Position 5 USD 368 (Vote For 1)","Samantha M Poetter Parshall","",1563,70.18,9178,2540,17,17,"0","0"
82,"Member Position 5 USD 368 (Vote For 1)","Write-in","",664,29.82,9178,2540,17,17,"0","0"
83,"Member Position 6 USD 289 (Vote For 1)","Pamela P Kichler","",16,38.10,420,47,1,1,"0","0"
84,"Member Position 6 USD 289 (Vote For 1)","Lindsey Wood","",24,57.14,420,47,1,1,"0","0"
85,"Member Position 6 USD 289 (Vote For 1)","Write-in","",2,4.76,420,47,1,1,"0","0"
86,"Member Position At-Large USD 229 (Vote For 1)","Michael Huebner","",5,100.00,42,5,1,1,"0","0"
87,"Member Position At-Large USD 229 (Vote For 1)","Clay Norkey","",0,0.00,42,5,1,1,"0","0"
88,"Member Position At-Large USD 229 (Vote For 1)","Write-in","",0,0.00,42,5,1,1,"0","0"
89,"Member Position At-Large USD 230 (Vote For 1)","Anna Baker","",243,96.43,3250,339,4,4,"0","0"
90,"Member Position At-Large USD 230 (Vote For 1)","Write-in","",9,3.57,3250,339,4,4,"0","0"
91,"Member Position At-Large USD 231 (Vote For 1)","Heath Freeman","",12,35.29,343,37,1,1,"0","0"
92,"Member Position At-Large USD 231 (Vote For 1)","Threasa Lang","",21,61.76,343,37,1,1,"0","0"
93,"Member Position At-Large USD 231 (Vote For 1)","Write-in","",1,2.94,343,37,1,1,"0","0"
94,"Member Position At-Large USD 289 (Vote For 1)","Clayton JM Otwell","",19,46.34,420,47,1,1,"0","0"
95,"Member Position At-Large USD 289 (Vote For 1)","Brett Shelton","",21,51.22,420,47,1,1,"0","0"
96,"Member Position At-Large USD 289 (Vote For 1)","Write-in","",1,2.44,420,47,1,1,"0","0"
97,"Member Position At-Large USD 367 (Vote For 1)","Spencer N Eble","",371,53.38,4114,710,8,8,"0","0"
98,"Member Position At-Large USD 367 (Vote For 1)","Ben Wendt","",318,45.76,4114,710,8,8,"0","0"
99,"Member Position At-Large USD 367 (Vote For 1)","Write-in","",6,0.86,4114,710,8,8,"0","0"
100,"Member Position At-Large USD 368 (Vote For 1)","Kristian Gerken","",1410,58.58,9178,2540,17,17,"0","0"
101,"Member Position At-Large USD 368 (Vote For 1)","Amanda Martell","",980,40.71,9178,2540,17,17,"0","0"
102,"Member Position At-Large USD 368 (Vote For 1)","Write-in","",17,0.71,9178,2540,17,17,"0","0"
103,"USD 362 Member 2 (Vote For 1)","Brian Uphoff","",56,98.25,611,77,3,3,"0","0"
104,"USD 362 Member 2 (Vote For 1)","Write-in","",1,1.75,611,77,3,3,"0","0"
105,"USD 362 Member 4 (Vote For 1)","Write-in","",13,100.00,257,32,2,2,"0","0"
106,"USD 362 Member At-Large (Vote For 1)","Russell V Pope","",94,98.95,834,106,5,5,"0","0"
107,"USD 362 Member At-Large (Vote For 1)","Write-in","",1,1.05,834,106,5,5,"0","0"
108,"USD 416 School Board Member 1 (Vote For 1)","Steve Macy","",61,29.90,2466,539,4,4,"0","0"
109,"USD 416 School Board Member 1 (Vote For 1)","Rob Vohs","",142,69.61,2466,539,4,4,"0","0"
110,"USD 416 School Board Member 1 (Vote For 1)","Write-in","",1,0.49,2466,539,4,4,"0","0"
111,"USD 416 School Board Member 2 (Vote For 1)","Erin Rigney-Ptacek","",113,38.31,3740,766,5,5,"0","0"
112,"USD 416 School Board Member 2 (Vote For 1)","Lanny Smith","",181,61.36,3740,766,5,5,"0","0"
113,"USD 416 School Board Member 2 (Vote For 1)","Write-in","",1,0.34,3740,766,5,5,"0","0"
114,"USD 416 School Board Member 3 (Vote For 1)","Jo Erin Stuteville","",258,91.17,4003,830,4,4,"0","0"
115,"USD 416 School Board Member 3 (Vote For 1)","Write-in","",25,8.83,4003,830,4,4,"0","0"
116,"USD 416 Member Position At-Large (Vote For 1)","Pat Apple","",934,62.18,7602,1522,12,12,"0","0"
117,"USD 416 Member Position At-Large (Vote For 1)","Brad Sells","",564,37.55,7602,1522,12,12,"0","0"
118,"USD 416 Member Position At-Large (Vote For 1)","Write-in","",4,0.27,7602,1522,12,12,"0","0"
119,"Marais Des Cygnes Extension District  Board Member (Vote For 2)","Laura Davids","",3091,43.13,25783,5306,49,49,"0","0"
120,"Marais Des Cygnes Extension District  Board Member (Vote For 2)","Bill Vandenberg","",3997,55.78,25783,5306,49,49,"0","0"
121,"Marais Des Cygnes Extension District  Board Member (Vote For 2)","Write-in","",78,1.09,25783,5306,49,49,"0","0"
122,"Board Member - HID Hillsdale Improvement District (Vote For 3)","Bryttany Byrd","",10,23.26,111,20,1,1,"0","0"
123,"Board Member - HID Hillsdale Improvement District (Vote For 3)","Julie Lewis-Bell","",16,37.21,111,20,1,1,"0","0"
124,"Board Member - HID Hillsdale Improvement District (Vote For 3)","Cody Weaver","",13,30.23,111,20,1,1,"0","0"
125,"Board Member - HID Hillsdale Improvement District (Vote For 3)","Write-in","",4,9.30,111,20,1,1,"0","0"
126,"Board Member - JOCO RWD#1 Position 1 (Vote For 1)","Gerald 'Jerry' Cook","",16,69.57,172,28,2,2,"0","0"
127,"Board Member - JOCO RWD#1 Position 1 (Vote For 1)","Thomas V Fennesy","",0,0.00,172,28,2,2,"0","0"
128,"Board Member - JOCO RWD#1 Position 1 (Vote For 1)","Melanie S Kraft","",6,26.09,172,28,2,2,"0","0"
129,"Board Member - JOCO RWD#1 Position 1 (Vote For 1)","Write-in","",1,4.35,172,28,2,2,"0","0"
130,"Board Member - JOCO RWD#1 Position 2 (Vote For 1)","Brian Glynn","",11,47.83,172,28,2,2,"0","0"
131,"Board Member - JOCO RWD#1 Position 2 (Vote For 1)","Ullyses Wright","",11,47.83,172,28,2,2,"0","0"
132,"Board Member - JOCO RWD#1 Position 2 (Vote For 1)","Write-in","",1,4.35,172,28,2,2,"0","0"
133,"Board Member - JOCO RWD#1 Position 6 (Vote For 1)","Jim McNair","",16,72.73,172,28,2,2,"0","0"
134,"Board Member - JOCO RWD#1 Position 6 (Vote For 1)","Whitney Wilson","",5,22.73,172,28,2,2,"0","0"
135,"Board Member - JOCO RWD#1 Position 6 (Vote For 1)","Write-in","",1,4.55,172,28,2,2,"0","0"
136,"Board Member - JOCO RWD#1 Position 7 (Vote For 1)","Renee Dinsmore","",8,38.10,172,28,2,2,"0","0"
137,"Board Member - JOCO RWD#1 Position 7 (Vote For 1)","Mark Parkins","",12,57.14,172,28,2,2,"0","0"
138,"Board Member - JOCO RWD#1 Position 7 (Vote For 1)","Write-in","",1,4.76,172,28,2,2,"0","0"
139,"Miami County Sales Tax Question (Vote For 1)","Yes","",2118,40.28,25783,5306,49,49,"0","0"
140,"Miami County Sales Tax Question (Vote For 1)","No","",3140,59.72,25783,5306,49,49,"0","0"
141,"Osawatomie Sales Tax Question Osawatomie (Vote For 1)","Yes","",237,55.63,2437,430,4,4,"0","0"
142,"Osawatomie Sales Tax Question Osawatomie (Vote For 1)","No","",189,44.37,2437,430,4,4,"0","0"
143,"USD 368 School Bond Question USD 368 (Vote For 1)","Yes","",1017,40.26,9178,2540,17,17,"0","0"
144,"USD 368 School Bond Question USD 368 (Vote For 1)","No","",1509,59.74,9178,2540,17,17,"0","0"
